id,age,status,gender,drinks,drugs,education,ethnicity,income,last_online,location,offspring,smokes,city,country,age_group,state,messages_sent,profile_completion,account_age,preferred_age_range,relationship_intent,work_industry,self_rated_attractiveness
178,29,single,m,often,never,dropped out of high school,white,250000,23/08/2011,"san francisco, california",doesn't want kids,when drinking,, california,25-34,california,217,86,1,24-34,Casual,Tech,1
179,36,single,f,,,graduated from college/university,,-1,30/04/2012,"walnut creek, california",,,, california,35-44,california,254,86,7,31-41,Casual,Tech,6
180,25,single,m,often,sometimes,dropped out of college/university,white,-1,16/06/2012,"el cerrito, california","doesn't have kids, and doesn't want any",when drinking,, california,25-34,california,397,66,1,20-30,Serious,Tech,2
181,32,single,m,socially,never,graduated from college/university,white,-1,28/06/2012,"oakland, california",,no,, california,25-34,california,358,54,9,27-37,Serious,Tech,10
182,21,single,f,socially,never,working on college/university,hispani,20000,26/06/2012,"mill valley, california",doesn't have kids,no,, california,18-24,california,282,68,1,18-26,Serious,Tech,6
183,27,single,f,often,never,graduated from college/university,white,-1,29/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",no,, california,25-34,california,392,53,6,22-32,Serious,Tech,6
184,38,available,m,not at all,,graduated from college/university,white,-1,23/01/2012,"san mateo, california",,no,, california,35-44,california,206,88,2,33-43,Marriage,Tech,9
185,27,single,m,not at all,never,graduated from college/university,white,30000,30/06/2012,"hayward, california",doesn't have kids,no,, california,25-34,california,14,98,6,22-32,Serious,Tech,1
186,44,single,f,rarely,never,graduated from masters program,,-1,28/06/2012,"alameda, california",has a kid,no,, california,45-54,california,345,92,6,39-49,Marriage,Tech,1
187,52,single,f,often,never,graduated from law school,white,-1,29/06/2012,"san francisco, california","has kids, but doesn't want more",no,, california,45-54,california,41,87,5,47-57,Marriage,Tech,9
188,33,single,f,socially,never,working on masters program,white,-1,22/04/2012,"san francisco, california",,no,, california,25-34,california,379,94,5,28-38,Marriage,Tech,2
189,28,single,f,rarely,never,graduated from law school,asian,150000,14/06/2012,"san francisco, california",,no,, california,25-34,california,460,93,8,23-33,Marriage,Tech,7
190,37,single,m,not at all,never,graduated from college/university,white,50000,29/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,35-44,california,178,79,7,32-42,Casual,Tech,3
191,28,single,f,rarely,never,working on ph.d program,indian,20000,24/02/2012,"berkeley, california","doesn't have kids, but might want them",no,, california,25-34,california,62,81,5,23-33,Marriage,Tech,5
192,32,single,m,socially,never,graduated from college/university,hispani,-1,24/06/2012,"belmont, california",,no,, california,25-34,california,351,86,4,27-37,Serious,Tech,3
193,29,single,f,often,sometimes,graduated from high school,"hispani,white",-1,29/06/2012,"oakland, california",,sometimes,, california,25-34,california,230,76,1,24-34,Marriage,Tech,10
194,31,single,m,socially,,graduated from college/university,white,-1,29/06/2012,"oakland, california",,no,, california,25-34,california,240,81,2,26-36,Casual,Tech,3
195,42,single,m,socially,never,graduated from ph.d program,asian,150000,29/06/2012,"stanford, california","doesn't have kids, but wants them",no,, california,35-44,california,51,91,7,37-47,Serious,Tech,3
196,32,single,f,socially,never,graduated from masters program,white,-1,25/06/2012,"san francisco, california","doesn't have kids, but wants them",sometimes,, california,25-34,california,95,60,1,27-37,Marriage,Tech,8
197,28,single,m,socially,sometimes,graduated from masters program,hispani,-1,25/06/2012,"san francisco, california",doesn't have kids,trying to quit,, california,25-34,california,387,90,9,23-33,Serious,Tech,6
198,38,single,f,socially,,graduated from college/university,white,-1,01/08/2011,"san francisco, california",,no,, california,35-44,california,221,62,6,33-43,Serious,Tech,5
199,27,single,f,,never,,asian,-1,05/12/2011,"san francisco, california",,no,, california,25-34,california,484,84,5,22-32,Casual,Tech,8
200,19,single,f,rarely,never,college/university,asian,-1,30/06/2012,"daly city, california",,no,, california,18-24,california,406,66,6,18-24,Marriage,Education,8
201,27,single,f,socially,never,graduated from college/university,asian,80000,29/06/2012,"san pablo, california",,no,, california,25-34,california,230,79,1,22-32,Serious,Education,3
202,28,single,m,socially,never,graduated from college/university,asian,-1,29/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,236,67,2,23-33,Marriage,Finance,3
203,29,seeing someone,f,socially,never,graduated from college/university,white,-1,17/06/2012,"menlo park, california",doesn't have kids,no,, california,25-34,california,142,86,7,24-34,Marriage,Finance,10
204,31,single,f,socially,never,working on ph.d program,white,-1,29/06/2012,"oakland, california","doesn't have kids, but wants them",when drinking,, california,25-34,california,170,97,6,26-36,Marriage,Finance,7
205,27,single,f,socially,never,graduated from college/university,,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,28,79,7,22-32,Marriage,Finance,1
206,43,single,f,socially,never,graduated from law school,white,-1,29/06/2012,"oakland, california",,no,, california,35-44,california,35,75,6,38-48,Marriage,Finance,7
207,43,single,m,socially,,,white,-1,16/06/2012,"san francisco, california",doesn't have kids,sometimes,, california,35-44,california,12,65,7,38-48,Marriage,Finance,3
208,24,single,f,often,never,graduated from college/university,"hispani,white",-1,27/06/2012,"san mateo, california",,no,, california,25-34,california,159,60,7,19-29,Marriage,Finance,2
209,34,single,f,,sometimes,working on masters program,white,-1,21/06/2012,"san francisco, california",,,, california,35-44,california,326,53,6,29-39,Marriage,Finance,4
210,30,seeing someone,f,socially,never,working on college/university,white,-1,27/06/2012,"menlo park, california",,no,, california,25-34,california,186,90,8,25-35,Marriage,Finance,5
211,59,single,f,socially,never,graduated from college/university,white,-1,28/06/2012,"menlo park, california","has kids, but doesn't want more",no,, california,55-64,california,242,64,7,54-64,Marriage,Finance,8
212,33,single,m,rarely,never,graduated from college/university,white,-1,29/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,85,61,9,28-38,Marriage,Finance,7
213,41,single,m,,never,graduated from college/university,asian,-1,27/06/2012,"san francisco, california",,no,, california,35-44,california,283,76,5,36-46,Marriage,Finance,10
214,58,single,m,socially,,graduated from law school,,-1,14/06/2012,"oakland, california",has kids,no,, california,55-64,california,65,97,8,53-63,Marriage,Finance,7
215,24,single,f,socially,never,graduated from college/university,white,-1,25/04/2012,"novato, california",doesn't have kids,when drinking,, california,25-34,california,169,53,8,19-29,Marriage,Education,8
216,39,single,m,not at all,never,graduated from college/university,"asian,white",-1,28/06/2012,"pacifica, california",has a kid,no,, california,35-44,california,44,84,8,34-44,Marriage,Healthcare,6
217,33,single,m,often,sometimes,graduated from space camp,white,1000000,15/06/2012,"oakland, california",,no,, california,25-34,california,61,70,4,28-38,Marriage,Tech,1
218,43,single,f,socially,never,graduated from masters program,indian,-1,29/06/2012,"san francisco, california",has kids,no,, california,35-44,california,440,85,9,38-48,Marriage,Education,6
219,29,single,m,socially,sometimes,graduated from masters program,"hispani,white",60000,29/06/2012,"berkeley, california","doesn't have kids, but wants them",no,, california,25-34,california,133,51,4,24-34,Marriage,Healthcare,4
220,28,single,f,socially,never,graduated from college/university,white,-1,29/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,283,100,6,23-33,Serious,Education,7
221,21,single,m,not at all,never,,white,-1,03/11/2011,"vallejo, california",,no,, california,18-24,california,27,88,6,18-26,Casual,Healthcare,4
222,35,single,f,socially,never,graduated from college/university,asian,-1,16/05/2012,"redwood city, california",,no,, california,35-44,california,107,77,2,30-40,Serious,Tech,7
223,32,single,m,socially,never,two-year college,white,-1,29/06/2012,"san francisco, california",,sometimes,, california,25-34,california,43,83,7,27-37,Marriage,Healthcare,4
224,42,single,f,socially,never,working on space camp,white,-1,29/06/2012,"lafayette, california",has kids,no,, california,35-44,california,339,82,7,37-47,Casual,Tech,1
225,23,single,f,often,sometimes,working on college/university,white,20000,27/06/2012,"oakland, california",,yes,, california,18-24,california,285,99,1,18-28,Serious,Finance,9
226,30,single,f,socially,never,,white,-1,28/06/2012,"half moon bay, california",,no,, california,25-34,california,445,57,5,25-35,Serious,Tech,6
227,27,single,m,not at all,never,graduated from college/university,"white,other",-1,26/01/2012,"san francisco, california",,trying to quit,, california,25-34,california,330,57,9,22-32,Casual,Other,4
228,41,single,f,not at all,never,graduated from masters program,white,-1,27/06/2012,"san francisco, california",,no,, california,35-44,california,127,91,5,36-46,Serious,Tech,8
229,33,single,m,socially,,graduated from college/university,white,-1,29/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,347,99,7,28-38,Casual,Healthcare,3
230,58,single,f,rarely,never,graduated from masters program,white,-1,24/06/2012,"berkeley, california",,no,, california,55-64,california,472,71,9,53-63,Serious,Other,4
231,26,single,m,,,,"asian,white",-1,29/06/2012,"san francisco, california",,,, california,25-34,california,230,76,1,21-31,Marriage,Retail,7
232,50,single,f,socially,never,two-year college,hispani,-1,29/06/2012,"fremont, california",has kids,no,, california,45-54,california,189,77,9,45-55,Serious,Education,3
233,45,single,f,socially,,graduated from masters program,white,-1,27/06/2012,"orinda, california",,no,, california,45-54,california,224,60,4,40-50,Serious,Education,8
234,66,single,f,socially,never,graduated from college/university,white,40000,17/06/2012,"oakland, california",,no,, california,65+,california,384,76,1,61-65,Serious,Tech,5
235,33,seeing someone,m,socially,,graduated from college/university,"white,other",80000,02/04/2012,"alameda, california",,no,, california,25-34,california,376,50,8,28-38,Casual,Retail,6
236,32,single,m,,,,white,-1,29/06/2012,"san mateo, california","has a kid, but doesn't want more",,, california,25-34,california,282,88,3,27-37,Casual,Retail,2
237,53,single,f,socially,sometimes,graduated from masters program,white,100000,29/06/2012,"orinda, california",has kids,when drinking,, california,45-54,california,445,77,8,48-58,Marriage,Other,8
238,28,single,m,socially,never,,other,-1,05/07/2011,"hayward, california",,sometimes,, california,25-34,california,120,76,6,23-33,Casual,Tech,7
239,22,single,f,socially,never,graduated from high school,white,-1,30/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",yes,, california,18-24,california,115,57,6,18-27,Serious,Finance,8
240,19,single,m,socially,sometimes,working on high school,white,-1,20/12/2011,"san mateo, california",,no,, california,18-24,california,460,95,8,18-24,Serious,Tech,1
241,35,single,m,rarely,never,graduated from college/university,asian,30000,28/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,35-44,california,232,73,9,30-40,Serious,Healthcare,5
242,51,single,f,socially,never,,"white,other",-1,27/06/2012,"san mateo, california",,no,, california,45-54,california,258,100,8,46-56,Serious,Finance,2
243,30,single,m,socially,never,graduated from two-year college,asian,60000,29/06/2012,"san mateo, california","doesn't have kids, but might want them",no,, california,25-34,california,358,89,7,25-35,Serious,Finance,5
